"","ensembl_id","type","str","symbol","length","chr","total","non_zero","Schizophrenia.A162a","Schizophrenia.A162b","Schizophrenia.A162c","Schizophrenia.A128a","Schizophrenia.A128b","Schizophrenia.A128c","Schizophrenia.A212a","Schizophrenia.A212b","Schizophrenia.A212c","Schizophrenia.A67a","Schizophrenia.A67b","Schizophrenia.A67c","Normal.B272a","Normal.B272b","Normal.B272c","Normal.B190a","Normal.B190b","Normal.B190c","Normal.B367a","Normal.B367b","Normal.B367c","Normal.B226a","Normal.B226b","Normal.B226c","FoldChange","p.value"
"16488","ENSG00000196182.6","protein_coding","-","STK40",5263,"chr1",48,48,15.7191,15.0857,16.0619,18.8914,17.6377,14.4191,15.6184,15.2147,17.9823,17.1284,13.1805,17.1201,18.5739,17.2642,18.7838,14.7348,19.0914,18.3273,17.9795,19.0638,19.8426,19.0518,17.0548,21.2069,0.878196518336027,0.00257659967148138
"16499","ENSG00000196418.8","protein_coding","-","ZNF124",4370,"chr1",48,48,1.54232,1.49466,1.66692,1.55038,2.74434,1.68643,1.38639,2.0989,1.62256,1.89812,1.76934,1.10922,1.39325,2.03956,1.78596,1.71533,2.98123,2.45697,2.5275,2.65961,2.24163,2.65316,2.2614,2.2226,0.763584055356334,0.00647749354811666
"16554","ENSG00000197982.12","protein_coding","+","C1orf122",2231,"chr1",48,48,28.9665,18.0215,18.6035,25.0539,20.1058,26.6944,31.5598,28.7135,19.0024,19.8759,21.7529,24.9648,21.984,20.3634,19.4349,23.2751,15.4017,16.8047,22.8327,20.4129,23.0518,17.6118,20.3917,21.9969,1.16321661542706,0.0454826032297782
"16569","ENSG00000198520.6","protein_coding","+","C1orf228",1818,"chr1",48,48,15.1928,9.26138,8.94553,14.441,7.53907,11.0656,9.09689,14.0145,8.90892,7.71909,6.39464,3.97329,11.8146,6.53675,11.2095,11.0952,6.62864,7.84229,6.71021,5.34925,5.09964,3.54306,3.24863,3.74917,1.40718358060795,0.0443272670619946
"16777","ENSG00000203965.8","protein_coding","+","EFCAB7",2313,"chr1",48,48,9.4846,10.7308,10.327,8.34813,8.28245,10.4198,8.42436,8.68633,9.29344,8.32258,8.91428,7.23215,5.04523,6.68989,7.81079,11.4312,8.65996,8.44693,7.19853,6.97327,7.94093,7.61184,7.68547,4.49389,1.20533853817951,0.0180024146317481
"16946","ENSG00000213088.5","protein_coding","+","DARC",1954,"chr1",48,48,25.5655,18.125,16.4724,28.5188,21.3619,20.5909,27.4862,18.3292,15.5464,23.8949,12.4043,19.4565,17.1375,23.1235,18.4917,17.0189,22.7523,10.7195,12.4863,22.2141,18.9788,10.9882,7.99023,12.3832,1.27520385982949,0.0421879017353577
"16967","ENSG00000215808.2","lincRNA","-","RP11-371I1.2",1537,"chr1",48,46,0.601881,1.13323,0.661311,0.771408,0.50667,0.518363,2.1307,1.51558,1.40826,1.6292,1.96229,2.04066,0.660215,0.322159,0.188069,0.975404,0.635717,1.03067,1.71611,0.925935,0.682866,0.977858,0.266316,0.332595,1.70756252586381,0.0293908822002274
"16981","ENSG00000215908.5","lincRNA","-","CROCCP2",2763,"chr1",48,48,14.8275,18.5441,17.8419,15.2644,14.0361,11.1017,15.8233,15.439,13.9389,11.6496,10.0425,11.1454,16.8941,15.1881,17.6806,15.4887,17.2103,17.0728,19.5103,20.689,20.9558,13.9099,13.7987,16.3431,0.828627722580778,0.0101952173602129
"17265","ENSG00000228327.2","lincRNA","-","RP11-206L10.2",1317,"chr1",48,48,1.00346,1.21232,1.54356,0.771659,1.77392,0.453715,0.621655,0.994923,2.09689,2.02019,2.12353,0.938184,1.541,2.16185,0.87794,1.65577,1.73113,2.40568,2.00278,1.62091,1.59387,1.63029,2.13122,1.42323,0.748664471470716,0.0491423496786442
"17567","ENSG00000237683.5","protein_coding","-","AL627309.1",2661,"chr1",48,48,4.86707,3.49098,5.6023,4.64663,3.39479,3.14378,4.55357,4.76,4.57196,4.43069,4.98706,3.82181,4.63966,2.93076,4.56242,2.66332,1.28517,4.49796,2.91173,4.18944,4.07572,1.69444,1.97775,4.03426,1.32456047658253,0.0170029470448601
"17666","ENSG00000240038.2","protein_coding","+","AMY2B",2181,"chr1",48,48,14.179,10.2489,11.185,11.8045,10.212,11.3244,11.3367,17.8233,14.8181,9.49603,11.4652,8.32354,9.84818,7.83263,6.95816,13.2479,8.66141,10.088,7.55862,7.1778,6.73723,5.51295,6.81006,6.95349,1.46033353928263,0.000856457974775168
"17715","ENSG00000248485.1","protein_coding","+","PCP4L1",1424,"chr1",48,48,3.43383,1.83474,2.14137,3.44944,4.59376,5.59497,3.44966,3.57842,2.04416,1.42877,1.00124,3.00354,2.13782,3.56417,3.04489,1.91419,1.25797,0.37082,0.578839,2.6651,1.47411,1.35701,0.944475,0.717976,1.77526554909606,0.0145346045972894
"18192","ENSG00000075043.13","protein_coding","-","KCNQ2",3501,"chr20",48,48,24.272,26.5753,24.6778,28.3024,29.8511,19.7417,22.6838,21.666,27.8213,32.0371,24.4973,25.1934,17.7289,27.9685,31.7877,21.6835,33.956,33.4335,36.9166,32.9944,29.8291,26.8617,29.4966,35.4817,0.858102263316228,0.0402941281825105
"18221","ENSG00000088836.8","protein_coding","-","SLC4A11",3464,"chr20",48,48,0.152605,0.0419019,0.195619,0.195588,0.0899252,0.230001,0.330892,0.0840591,0.12928,0.572286,0.411594,0.192066,0.830001,0.142944,0.125171,0.354104,0.329084,0.35569,0.9994,0.205422,0.555486,0.495865,0.38826,0.196766,0.527463921145685,0.0426728848362551
"18239","ENSG00000089195.10","protein_coding","-","TRMT6",2327,"chr20",48,48,12.3807,8.48309,11.3568,8.29791,7.83103,8.47397,9.35881,11.7624,10.2639,10.1108,8.64856,8.78157,11.7014,11.331,10.5588,12.5924,11.2672,11.4217,10.6266,11.1105,9.54696,12.5486,11.4337,11.3502,0.854309122817739,0.00416344220932544
"18264","ENSG00000101096.15","protein_coding","-","NFATC2",7797,"chr20",48,48,0.220345,0.204775,0.260725,0.195513,0.13983,0.153275,0.273012,0.317434,0.306325,0.347923,0.443085,0.365699,0.520585,0.396914,0.333661,0.279678,0.375951,0.225748,0.232575,0.54758,0.157047,0.523212,0.397485,0.415236,0.732678465396425,0.0412971185188295
"18293","ENSG00000101198.10","protein_coding","-","NKAIN4",1763,"chr20",48,48,47.6751,31.2032,30.5565,9.99174,9.62949,22.9346,48.5752,14.8646,6.09635,30.1529,48.0563,33.964,10.3605,13.8324,7.87008,14.4562,20.1368,8.68598,14.5871,12.2431,9.52526,21.5562,27.3305,26.193,1.78662129494234,0.0233006334151481
"18347","ENSG00000101413.7","protein_coding","+","RPRD1B",3874,"chr20",48,48,10.0635,12.4391,12.2878,10.7993,10.5737,9.04901,9.93285,10.598,12.4846,11.7291,11.862,11.3838,10.6958,11.4715,11.6028,11.2579,12.7791,12.4492,11.83,13.1638,12.1465,15.4077,13.6302,10.8644,0.904302476121682,0.028525331813906
"18499","ENSG00000125995.11","protein_coding","+","ROMO1",702,"chr20",48,48,64.1954,32.0484,41.0242,49.9452,41.0453,64.6913,66.244,68.4399,35.5115,41.6901,43.3541,51.5844,32.765,34.386,39.3239,53.196,29.6933,21.3125,39.4521,30.7473,40.3679,35.1732,46.2305,50.9743,1.32218851819356,0.0148923020486494
"18507","ENSG00000130589.12","protein_coding","-","HELZ2",9627,"chr20",48,48,1.12567,1.20618,1.179,1.44272,1.48842,1.05518,1.37772,1.51231,1.51183,1.53899,1.53797,1.35257,1.79191,1.01583,1.2611,1.65638,1.67467,1.5541,1.90077,1.55222,1.70803,1.38278,1.91941,1.85852,0.847105062742144,0.0170559431817572
"18517","ENSG00000131044.12","protein_coding","+","TTLL9",2811,"chr20",48,48,3.33798,3.25306,2.89274,3.25382,3.60149,3.6846,3.90283,4.03986,3.58453,4.62111,3.92111,2.87401,3.67009,3.34686,4.37037,3.34544,3.12838,3.56916,2.69771,3.37522,2.48918,2.13869,1.99702,2.36414,1.17743159782376,0.0439592280845413
"18545","ENSG00000132825.5","protein_coding","-","PPP1R3D",3459,"chr20",48,48,1.29902,1.17495,1.17541,1.56697,1.53094,1.382,0.899433,1.51525,1.74781,1.53836,1.3634,1.51127,1.61351,1.4673,1.92206,1.53667,1.97736,1.93368,1.76339,2.2629,1.71944,1.24146,1.77505,1.28083,0.815121415658021,0.00850339929347931
"18675","ENSG00000198547.4","lincRNA","-","C20orf203",5076,"chr20",48,48,1.6142,0.91504,0.901096,0.900953,0.797776,1.05947,1.06453,1.03256,1.19103,0.7297,0.745421,0.599182,0.666371,0.853554,0.797254,0.537,0.545398,1.10963,0.584587,0.794383,0.654772,0.549887,0.322559,0.637824,1.43432806185949,0.00625363781122107
"18728","ENSG00000205611.3","lincRNA","-","RP4-610C12.4",3328,"chr20",48,48,0.714785,1.13397,0.661742,2.03581,2.6208,2.8728,2.6077,0.61246,0.627963,0.611348,0.889784,0.713981,0.914738,0.855518,0.955432,0.860006,0.880796,0.79334,0.445818,0.641449,0.68331,0.129032,0.210849,0.307211,2.09744644707866,0.0243394697111713
"18803","ENSG00000223891.1","lincRNA","+","OSER1-AS1",1563,"chr20",48,48,9.63901,7.70781,8.12888,11.7037,10.0645,15.802,10.8953,10.9915,10.0281,6.70879,6.45555,5.71609,6.92514,9.10801,8.0449,7.32463,10.1065,6.19377,6.64477,7.1325,7.38657,7.28062,5.38736,5.34202,1.31037564808737,0.023710230591126
"18940","ENSG00000240849.6","protein_coding","-","TMEM189",4472,"chr20",48,48,3.04384,3.01851,2.95476,3.44667,3.65693,2.93961,3.88123,2.70215,3.13773,4.52624,3.65417,3.97439,4.50042,4.45665,3.68437,3.32193,3.64154,3.42428,4.2393,3.81886,4.57659,3.6009,3.22974,4.1914,0.876842041229508,0.0316693395856349
"19069","ENSG00000271303.1","protein_coding","-","SRXN1",2698,"chr20",48,47,0.0979658,0.107597,0.0627895,0.188339,0.346369,0.147651,0.424836,0.107925,0.414962,0.270703,0.345526,0.105684,0.564168,0.779994,0.267848,0.404123,0.301797,0.456676,0.855429,0.879146,0.453852,0.397905,0.346777,0.189473,0.444338437234831,0.00241226092087245
"19091","ENSG00000142188.12","protein_coding","-","TMEM50B",2375,"chr21",48,48,9.79345,10.5729,14.5511,11.6248,11.4763,14.341,13.5132,10.8503,13.5762,10.4117,12.9069,11.2053,9.82705,8.39164,9.12826,10.3868,8.91386,14.3777,11.3836,9.78736,12.6684,7.41313,8.86363,8.89665,1.20647672805163,0.0104716861643953
"19119","ENSG00000156304.10","protein_coding","-","SCAF4",4193,"chr21",48,48,14.8136,17.4815,17.9385,17.7741,19.6499,11.3058,13.0823,13.5764,16.1807,16.9457,17.7602,18.6101,17.9088,20.0166,18.9927,14.1394,21.4388,18.3866,15.0582,17.3667,18.7318,21.4556,21.1281,19.3848,0.871034574196201,0.0240358632629262
"19128","ENSG00000157617.12","protein_coding","-","C2CD2",6464,"chr21",48,48,0.736017,0.673646,0.681398,0.445459,0.530091,0.431395,0.531966,0.540558,0.669709,1.14603,0.780478,1.14689,0.706432,0.689423,0.469546,0.632536,1.28486,1.11644,1.78523,1.17423,0.676545,1.76046,1.76403,1.08081,0.63267078329037,0.0187856072165942
"19141","ENSG00000159216.14","protein_coding","-","RUNX1",8330,"chr21",48,46,0.0158651,0.0174248,0.0203369,0.0610009,0.0186975,0.0478226,0.1376,0.0873892,0.0716811,0.181619,0.0197492,0.0684599,0.365456,0.267493,0.0520519,0.163614,0.234597,0.105652,0.376016,0.142373,0.188997,0.103102,0.112318,0.26593,0.314454168676572,0.000989831980991918
"19160","ENSG00000160199.10","protein_coding","+","PKNOX1",5002,"chr21",48,48,5.44265,5.60048,5.18175,5.75659,7.16166,6.37125,4.97583,5.03541,4.61078,4.79757,4.95529,5.14939,5.07172,3.95969,4.53645,5.09523,4.29751,5.45431,3.88899,4.97907,5.0359,4.37833,4.54756,4.63302,1.16394477375443,0.00684693400909784
"19179","ENSG00000160284.10","protein_coding","-","SPATC1L",2333,"chr21",48,48,8.49695,4.04399,7.40652,7.33275,6.00837,7.34229,8.21177,7.61339,6.52642,4.71819,3.38471,4.56282,3.98709,2.54689,4.7702,7.30232,5.72381,7.6955,2.19051,3.05007,2.77425,3.03704,3.78473,5.03968,1.45751683602722,0.0123429809439494
"19195","ENSG00000173276.9","protein_coding","-","ZBTB21",7633,"chr21",48,48,2.83946,4.73496,3.9949,2.9957,4.73393,2.55728,3.19637,3.24255,4.90872,3.75219,3.97287,3.51143,6.11535,4.99505,3.82487,4.82097,4.48033,5.00399,4.83783,4.75444,4.3772,3.23485,3.79212,3.21467,0.831412002655857,0.0331133504865646
"19243","ENSG00000185917.9","protein_coding","-","SETD4",4816,"chr21",48,48,12.0192,8.89093,10.9748,11.3599,8.89356,10.1741,8.976,9.85516,8.44636,9.78157,10.4072,8.48618,8.60374,9.30479,9.03318,10.1029,8.82552,8.91774,8.62605,7.09217,8.60835,9.9865,9.61638,9.05779,1.09733091434562,0.0447820383427904
"19262","ENSG00000188681.7","pseudogene","-","TEKT4P2",1599,"chr21",48,46,10.9923,9.98518,9.64099,13.241,8.27942,8.47049,0.819232,0.455255,0.560134,5.67686,4.01247,3.86363,3.59615,4.49018,4.79058,0.255705,0.509223,0.220157,4.22701,3.70847,3.50074,4.02832,4.35182,3.30356,2.05497635803879,0.0312651182241329
"19334","ENSG00000223768.1","lincRNA","+","LINC00205",1391,"chr21",48,48,18.6215,15.8609,18.0245,16.804,18.0272,16.1808,12.9488,15.9092,16.9558,18.3396,16.9124,18.7221,19.8184,19.8455,23.4824,14.893,17.561,19.9932,21.8066,21.4855,19.618,16.2074,15.0077,17.7627,0.893729333475176,0.0406874562316571
"19435","ENSG00000235374.1","pseudogene","-","SSR4P1",967,"chr21",48,48,0.273332,0.450305,0.350374,0.525478,0.805328,0.617935,1.18532,0.451677,0.540295,0.43159,0.964043,0.294866,1.39917,0.896099,0.747316,0.281883,0.505221,0.364045,1.02288,0.735864,1.08538,1.55426,0.967534,0.881074,0.65996780300527,0.0419965872270297
"19579","ENSG00000093010.7","protein_coding","+","COMT",4407,"chr22",48,48,12.205,8.3657,9.45629,12.0299,9.29484,11.9771,15.8282,12.1573,9.04394,10.3816,9.76789,12.4872,12.0118,7.97737,9.80593,11.6591,8.12954,9.10633,8.8655,8.23477,8.49432,7.35674,8.67776,12.5663,1.17814074549548,0.0444137773328391
"19588","ENSG00000099940.7","protein_coding","+","SNAP29",4287,"chr22",48,48,10.0496,13.9155,13.9492,10.3516,12.8975,11.8942,11.917,8.69399,12.3787,10.5262,11.346,11.7061,8.04793,9.26907,8.76557,8.96523,11.548,11.9889,11.3825,12.2276,11.1395,10.0669,10.4074,9.89725,1.12869027616721,0.0378581797098222
"19591","ENSG00000099953.5","protein_coding","+","MMP11",2291,"chr22",48,48,2.19202,1.52054,3.47537,2.14404,1.90354,3.04292,1.78682,2.8597,2.80177,4.28095,2.27391,2.53067,2.65757,2.59359,2.83889,2.91499,3.76736,3.22683,4.60525,4.96957,3.13052,5.998,3.95621,6.32212,0.655846312011903,0.00620829581050566
"19597","ENSG00000099968.13","protein_coding","+","BCL2L13",6916,"chr22",48,48,8.14031,10.1369,10.7532,9.60044,9.2108,8.98561,9.39942,9.26255,11.9252,11.8654,10.9658,10.2796,10.4419,10.7036,10.0938,9.65621,11.6086,10.1802,11.9421,11.1806,11.4831,12.2629,11.4735,10.0279,0.91965794970196,0.047676991031273
"19628","ENSG00000100068.7","protein_coding","-","LRP5L",1838,"chr22",48,48,1.79755,3.2378,2.9494,2.94893,3.38956,1.62553,2.58356,4.35662,2.88318,2.44096,2.89401,3.41294,2.30039,2.89606,2.67358,2.447,2.92385,2.77718,1.97322,2.3229,2.0938,1.4018,1.87706,2.50315,1.22454956528896,0.0477924798643641
"19631","ENSG00000100078.3","protein_coding","-","PLA2G3",2697,"chr22",48,48,2.79306,1.23782,2.9522,1.19325,1.27049,2.6587,3.6428,2.69912,3.29326,2.51461,1.97226,1.72681,6.33356,1.69826,4.12639,3.08258,2.17374,4.24213,2.50612,1.31921,2.39982,6.84651,7.89211,4.99131,0.587132081289195,0.0276170329221966
"19643","ENSG00000100106.15","protein_coding","+","TRIOBP",11252,"chr22",48,48,6.1192,7.95916,8.50643,5.7955,6.93485,4.44316,6.243,4.90391,8.27836,8.60046,7.29081,5.94666,6.65858,6.14988,8.10513,5.58389,8.10484,11.3882,8.99574,8.13693,7.91309,8.03348,8.72557,8.14744,0.844477390010732,0.0461979343315063
"19691","ENSG00000100271.12","protein_coding","-","TTLL1",1840,"chr22",48,48,18.1714,14.8304,15.0072,16.7538,15.2365,21.2171,20.201,15.9042,14.9681,17.38,16.2127,14.3084,15.5338,12.9845,13.4319,16.666,17.6125,14.9231,12.364,13.6644,14.7357,13.536,12.3624,14.7248,1.16026338377794,0.00867640786564569
"19713","ENSG00000100319.11","protein_coding","-","ZMAT5",1033,"chr22",48,48,23.0281,13.7701,17.0554,22.9556,15.8314,29.5012,19.0216,23.5369,11.3438,13.888,12.5281,16.9296,16.5359,14.5,13.9914,19.6586,12.1388,9.20121,11.8094,11.4808,13.7165,14.9652,16.3595,15.6708,1.29031487793401,0.0333964215222717
"19764","ENSG00000128191.9","protein_coding","+","DGCR8",4518,"chr22",48,48,23.3715,19.6936,21.7101,24.7433,22.1663,16.7527,20.2596,19.5925,17.4618,20.2184,21.1677,20.9529,22.6848,23.2345,20.1857,22.1118,24.4022,21.5053,20.6158,21.5249,20.5205,24.8546,25.1995,23.1952,0.91873491861049,0.0363807027782308
"19772","ENSG00000128254.9","protein_coding","-","C22orf24",1549,"chr22",48,48,1.45039,2.1552,1.31238,0.984127,0.904941,0.771521,0.739967,0.939899,1.39735,1.41451,1.38066,1.3499,1.41938,2.31756,1.67951,2.11167,1.99751,1.81811,1.27711,1.99065,2.25859,1.66334,1.62327,2.09012,0.66530160265602,0.000401714216816149
"19866","ENSG00000183172.8","protein_coding","+","SMDT1",1567,"chr22",48,48,49.9274,40.3859,38.3785,43.777,41.9443,51.3524,43.052,46.1764,34.4373,30.229,31.4604,34.9369,30.6519,30.3352,32.0052,38.0952,32.1126,25.3858,29.8777,33.9064,39.6294,28.089,30.4878,31.5354,1.27203021316286,0.00137752284165676
"19873","ENSG00000183579.11","protein_coding","+","ZNRF3",6968,"chr22",48,48,2.57939,2.70799,2.50414,2.81975,3.75518,2.37256,3.61891,2.46551,3.6205,4.76913,3.87196,4.95141,3.37376,3.55309,3.31873,3.12952,4.4405,3.38492,4.40051,3.94869,4.11712,6.44006,6.35273,5.84465,0.765452272739439,0.0284611786582434
"19875","ENSG00000183628.8","protein_coding","+","DGCR6",2845,"chr22",48,48,15.9795,11.1221,11.0159,12.6216,12.9746,15.6124,15.8852,17.041,12.4877,11.6439,9.77237,12.1604,11.4137,9.2244,11.1764,13.8925,10.5323,13.178,12.632,11.8388,11.8053,8.82989,8.13927,12.6976,1.16959576584425,0.0362610912301108
"19914","ENSG00000185838.9","protein_coding","-","GNB1L",6986,"chr22",48,48,1.05937,1.01807,0.994223,1.40624,1.35997,0.826832,0.8438,1.0837,0.886766,0.911043,0.973346,0.938752,0.992574,1.43529,1.30338,0.8584,1.2821,1.36056,1.10909,1.2223,1.20191,1.26011,1.2137,1.70741,0.823058597599062,0.0132822623130796
"19929","ENSG00000188130.9","protein_coding","-","MAPK12",2187,"chr22",48,48,11.3,6.7696,10.3022,9.83592,5.98218,9.1075,10.482,12.8482,10.0678,8.325,7.87327,4.17208,12.8371,10.0752,11.8955,9.84632,7.29732,11.9114,14.4727,11.4964,12.6376,10.6029,10.4277,8.9602,0.808285332802256,0.0276041157630881
"19938","ENSG00000196236.8","protein_coding","+","XPNPEP3",8873,"chr22",48,48,1.92135,2.84636,2.55837,2.42434,3.03672,2.46928,2.04842,2.42842,3.28901,2.98676,3.57834,2.8279,2.89722,2.70655,3.27406,2.5805,3.08337,3.23347,3.12131,3.20785,3.01633,3.33934,3.90802,2.78462,0.872489007510637,0.0335572027194538
"19976","ENSG00000205702.6","polymorphic_pseudogene","-","CYP2D7P1",1738,"chr22",48,48,5.47481,3.25707,4.97106,6.0423,3.94305,2.63588,3.20328,4.43975,3.95091,4.20229,5.3007,1.74997,2.9193,3.49004,3.65901,3.13672,2.62358,3.94972,2.84557,2.59303,3.01946,2.71784,2.28787,3.23544,1.34798059520396,0.01601251520457
"20197","ENSG00000241360.1","protein_coding","+","PDXP",2203,"chr22",48,48,4.43919,5.99568,2.92212,6.38151,6.78713,3.79737,4.16235,4.62611,4.81098,3.88362,4.05739,5.60866,4.83653,7.13631,5.57654,5.073,6.65295,7.35064,7.18381,8.50581,7.30519,4.77566,4.75129,6.65201,0.7582098566565,0.00560068102274234
"20216","ENSG00000250479.4","protein_coding","-","CHCHD10",1192,"chr22",48,48,2.43912,3.65306,2.9845,3.83661,3.00525,2.33937,5.22003,5.49628,4.07002,3.93889,2.94427,2.71102,3.97273,3.11551,6.42629,4.00182,4.3718,5.61124,4.4256,5.17369,4.84279,5.40377,4.70942,6.57583,0.727239700708625,0.00409761968053782
"20317","ENSG00000273295.1","lincRNA","-","AP000350.5",5637,"chr22",48,48,0.515776,0.669479,0.48084,0.450716,0.746011,0.353346,0.348577,0.335759,0.701758,0.666334,0.515587,0.590134,0.600053,0.614886,0.640992,0.628624,1.15558,0.749402,0.438673,0.504936,0.868896,1.4474,1.40042,1.17892,0.623174587160035,0.0108561041936452
"20348","ENSG00000023228.9","protein_coding","-","NDUFS1",11918,"chr2",48,48,10.0132,13.8231,12.5797,11.8102,15.4208,11.515,11.7883,11.4708,15.1242,13.5389,14.0014,14.323,14.361,15.9229,15.7289,13.3683,15.5361,15.404,15.0911,14.7077,17.0554,14.0341,13.2524,10.809,0.886676567530605,0.0219716416585041
"20353","ENSG00000035115.17","protein_coding","-","SH3YL1",6813,"chr2",48,48,3.95711,5.51789,5.7687,4.77335,5.37228,3.80061,3.94159,4.63718,4.19585,4.07362,5.09494,4.18517,4.24488,4.17901,3.50031,4.461,4.56543,4.31449,3.94409,3.65556,4.33917,3.97085,4.40303,3.47652,1.12769410413024,0.0335722094723616
"20400","ENSG00000072135.8","protein_coding","+","PTPN18",3669,"chr2",48,48,5.18682,5.41982,5.91005,7.66338,6.45246,6.78594,5.26623,6.26963,5.9808,6.7681,5.26101,6.2949,4.97833,5.63447,6.73611,4.49473,4.26098,6.28457,6.02081,5.62438,5.10145,4.79864,4.06411,5.20162,1.15915993936728,0.0163683589091646
"20409","ENSG00000075292.14","protein_coding","+","ZNF638",8319,"chr2",48,48,37.0144,32.8542,34.5573,30.215,28.308,25.6668,25.2928,33.6193,30.4419,25.5794,29.9992,24.8724,22.7289,22.0676,20.3445,37.6318,27.3275,26.469,26.3361,21.8689,22.4784,20.8025,23.7093,22.0194,1.22001477957097,0.00674819461583236
"20411","ENSG00000075426.7","protein_coding","+","FOSL2",6859,"chr2",48,48,1.88822,2.72986,2.46983,3.18558,3.83756,2.17795,2.93636,4.0542,4.06977,3.70404,3.03007,3.61668,11.441,6.67768,4.13005,3.95419,6.33923,7.62162,4.51851,6.77795,5.63624,2.8486,1.25323,3.82586,0.579786344029665,0.0131454625950496
"20475","ENSG00000115042.5","protein_coding","+","FAHD2A",4886,"chr2",48,48,13.8485,10.546,11.6497,13.2772,11.6351,12.6374,9.41713,10.9059,10.357,10.0472,10.909,10.0181,10.0035,10.3116,9.99824,10.0698,9.93228,10.303,8.43499,8.44693,10.3825,8.74483,9.4068,11.2995,1.15267752382366,0.00510547686253932
"20497","ENSG00000115207.9","protein_coding","-","GTF3C2",4255,"chr2",48,48,20.033,20.1263,20.1456,19.2268,18.7413,16.8988,19.3183,20.4956,19.2076,23.2091,22.8885,22.6724,20.9866,21.8487,22.4184,19.795,22.1598,19.8147,21.4639,20.4583,21.2955,28.5607,28.42,26.0705,0.889024234509523,0.027249325091593
"20524","ENSG00000115339.9","protein_coding","-","GALNT3",3930,"chr2",48,48,1.68137,1.51427,1.12075,1.85326,1.46635,1.97661,0.666642,1.22251,1.19649,1.92479,2.0093,1.91058,1.67834,1.10245,1.61816,2.01141,1.36744,0.850967,0.964791,0.663901,0.712173,0.655602,0.848116,0.910532,1.38546663815476,0.024741398881108
"20536","ENSG00000115414.14","protein_coding","-","FN1",9095,"chr2",48,48,9.13975,5.61761,5.08497,13.2039,6.71294,11.388,15.8793,7.36356,7.45969,39.3658,18.9262,8.42292,27.1307,42.1797,8.3429,15.9293,10.7253,6.03815,20.4096,16.8735,15.7521,63.5984,32.8863,35.8785,0.502341261180049,0.0405211957694708
"20544","ENSG00000115459.13","protein_coding","+","ELMOD3",3188,"chr2",48,48,11.5243,9.01485,9.45868,10.8386,7.42599,10.184,7.90984,10.2754,7.9133,7.52743,7.62008,6.52914,7.90452,8.77555,8.43248,7.56694,7.45797,7.45362,7.70488,7.81221,6.69421,6.73493,6.49318,6.62784,1.1847377706009,0.0149847968128959
"20584","ENSG00000115677.12","protein_coding","-","HDLBP",6967,"chr2",48,48,51.1779,56.2301,51.2814,56.792,53.7201,46.8005,60.7548,53.8101,58.0434,55.3957,60.7403,63.2725,73.6265,66.1147,64.8076,51.8401,57.0569,53.3328,53.2396,59.5452,61.0124,70.0495,77.3348,68.8007,0.882734412247569,0.0164013503267613
"20591","ENSG00000115750.12","protein_coding","+","TAF1B",2517,"chr2",48,48,2.52026,3.80603,4.3075,2.96094,2.90833,4.19412,4.74903,4.80095,4.89283,5.67904,6.94995,6.49495,5.64422,5.70505,5.16797,6.01043,7.11698,6.85322,5.76365,4.9003,5.55987,8.18917,10.5706,6.16065,0.698898188109519,0.00405793791354523
"20597","ENSG00000115806.8","protein_coding","+","GORASP2",3277,"chr2",48,48,28.1088,30.6951,29.0528,27.5493,31.4162,31.3633,30.6302,27.9896,28.2654,27.2384,28.6317,28.5687,33.4947,31.9957,31.9317,28.9051,28.475,29.5956,27.5175,33.5125,33.3093,29.0254,31.4593,29.8992,0.94686972564552,0.0411163108488772
"20637","ENSG00000116096.5","protein_coding","+","SPR",1480,"chr2",48,48,1.78589,0.686512,0.801244,1.2589,1.05237,1.4804,1.77021,2.95116,1.4625,1.16321,2.03786,2.31191,2.85684,1.50555,1.46484,2.48638,1.9806,1.42716,1.55942,3.84638,2.24569,3.917,3.95104,1.61189,0.650272157389285,0.0254344760907745
"20652","ENSG00000118961.10","protein_coding","-","C2orf43",4251,"chr2",48,48,10.1037,11.5408,10.6402,11.3955,10.0023,10.6361,12.249,10.6855,11.5705,11.4498,11.8291,11.358,9.98597,8.61956,8.36382,8.81672,8.42787,8.44677,8.72548,8.70435,9.29984,13.1826,13.8382,9.58022,1.15060685533583,0.0240154259537235
"20717","ENSG00000125633.6","protein_coding","-","CCDC93",6899,"chr2",48,48,24.5577,27.7926,28.6804,25.5579,26.0525,18.7373,23.0699,22.9813,30.2381,26.4207,30.0853,25.597,25.7892,26.3046,24.6367,24.4963,20.8194,22.5537,22.1031,23.7572,24.4427,19.669,20.4609,19.4877,1.12840643959194,0.0203406002257844
"20731","ENSG00000128699.9","protein_coding","-","ORMDL1",3636,"chr2",48,48,20.7175,21.0776,20.407,16.91,17.3913,16.3793,16.1672,24.3051,19.5011,15.596,14.765,13.8542,19.4894,14.7417,13.5945,21.0658,13.0333,16.2171,16.0954,16.7001,13.9037,12.8731,12.705,12.7472,1.18510501112923,0.0276931993852683
"20748","ENSG00000132326.7","protein_coding","-","PER2",6776,"chr2",48,48,2.67198,3.34167,3.47512,3.2246,3.81561,1.7931,2.34403,3.30887,3.76714,3.76481,4.30539,3.50669,3.81879,4.03741,3.62607,3.82161,3.36466,4.15622,4.40355,3.08044,4.31123,3.96085,3.58999,3.47036,0.861481013418146,0.0359374349293662
